id,total_rooms,total_bedrooms,households,median_house_value,city
15851,3328.0,653.0,614.0,331000.0,San Francisco
15852,2637.0,539.0,497.0,333100.0,San Francisco
15853,1514.0,314.0,301.0,300900.0,San Francisco
15854,1142.0,224.0,206.0,298900.0,San Francisco
15855,1029.0,205.0,212.0,310800.0,San Francisco
15856,248.0,68.0,51.0,450000.0,San Francisco
15857,624.0,170.0,148.0,208300.0,San Francisco
15858,157.0,28.0,27.0,162500.0,San Francisco
15859,1877.0,427.0,398.0,290900.0,San Francisco
15860,2316.0,468.0,476.0,321600.0,San Francisco
15861,3390.0,691.0,596.0,253700.0,San Francisco
15862,6848.0,1584.0,1383.0,243300.0,San Francisco
15863,4265.0,912.0,836.0,298300.0,San Francisco
15864,1495.0,311.0,275.0,320000.0,San Francisco
15865,1185.0,246.0,253.0,277300.0,San Francisco
15866,1427.0,281.0,236.0,262500.0,San Francisco
15867,1529.0,385.0,348.0,239100.0,San Francisco
15868,3452.0,784.0,753.0,260300.0,San Francisco
15869,2064.0,496.0,466.0,233300.0,San Francisco
15870,492.0,139.0,168.0,225000.0,San Francisco
15871,351.0,81.0,75.0,325000.0,San Francisco
15872,2479.0,515.0,496.0,300000.0,San Francisco
15873,2605.0,678.0,611.0,265000.0,San Francisco
15874,1182.0,307.0,306.0,214600.0,San Francisco
15875,1057.0,276.0,292.0,229000.0,San Francisco
15876,1919.0,404.0,421.0,253900.0,San Francisco
15877,1892.0,415.0,371.0,230000.0,San Francisco
15878,1678.0,386.0,357.0,255300.0,San Francisco
15879,2164.0,606.0,513.0,178100.0,San Francisco
15880,2452.0,623.0,549.0,236100.0,San Francisco
15881,1282.0,334.0,305.0,206300.0,San Francisco
15882,4110.0,846.0,674.0,201000.0,San Francisco
15883,4864.0,972.0,959.0,217300.0,San Francisco
15884,3490.0,712.0,781.0,225400.0,San Francisco
15885,2462.0,509.0,450.0,211800.0,San Francisco
15886,4037.0,990.0,834.0,140400.0,San Francisco
15887,6804.0,1664.0,1581.0,203400.0,San Francisco
15888,1462.0,308.0,302.0,185300.0,San Francisco
15889,120.0,27.0,19.0,187500.0,San Francisco
15890,543.0,,89.0,193800.0,San Francisco
15891,1388.0,276.0,265.0,193800.0,San Francisco
15892,1517.0,299.0,309.0,195100.0,San Francisco
15893,1931.0,329.0,293.0,192000.0,San Francisco
15894,1070.0,224.0,207.0,189000.0,San Francisco
15895,1489.0,326.0,356.0,199300.0,San Francisco
15896,1609.0,340.0,290.0,206300.0,San Francisco
15897,2893.0,570.0,535.0,192300.0,San Francisco
15898,135.0,34.0,26.0,181300.0,San Francisco
15899,3065.0,622.0,606.0,275900.0,San Francisco
15900,1754.0,382.0,354.0,270800.0,San Francisco
15901,1403.0,262.0,255.0,255200.0,San Francisco
15902,2524.0,559.0,476.0,254700.0,San Francisco
15903,2515.0,576.0,540.0,284900.0,San Francisco
15904,409.0,86.0,70.0,335000.0,San Francisco
15905,831.0,175.0,159.0,249000.0,San Francisco
15906,1842.0,339.0,357.0,250800.0,San Francisco
15907,2019.0,418.0,448.0,271300.0,San Francisco
15908,1916.0,432.0,424.0,279900.0,San Francisco
15909,1674.0,346.0,335.0,281300.0,San Francisco
15910,1271.0,353.0,324.0,263900.0,San Francisco
15911,2163.0,607.0,546.0,275000.0,San Francisco
15912,1663.0,330.0,335.0,240900.0,San Francisco
15913,1728.0,398.0,315.0,229600.0,San Francisco
15914,2058.0,399.0,399.0,230000.0,San Francisco
15915,3426.0,769.0,671.0,246400.0,San Francisco
15916,1651.0,351.0,366.0,240900.0,San Francisco
15917,2084.0,550.0,516.0,258600.0,San Francisco
15918,1540.0,370.0,363.0,243000.0,San Francisco
15919,3230.0,654.0,611.0,292300.0,San Francisco
15920,1583.0,347.0,341.0,263200.0,San Francisco
15921,1435.0,322.0,329.0,264000.0,San Francisco
15922,1386.0,276.0,274.0,275500.0,San Francisco
15923,1289.0,280.0,235.0,259800.0,San Francisco
15924,1775.0,347.0,367.0,267200.0,San Francisco
15925,2381.0,492.0,447.0,270000.0,San Francisco
15926,866.0,205.0,171.0,261900.0,San Francisco
15927,1819.0,411.0,406.0,229400.0,San Francisco
15928,1871.0,342.0,310.0,279300.0,San Francisco
15929,1791.0,322.0,304.0,254500.0,San Francisco
15930,1985.0,401.0,424.0,240900.0,San Francisco
15931,2604.0,573.0,507.0,230200.0,San Francisco
15932,1947.0,411.0,384.0,238700.0,San Francisco
15933,1413.0,406.0,362.0,233000.0,San Francisco
15934,1931.0,358.0,356.0,271300.0,San Francisco
15935,2115.0,378.0,365.0,272500.0,San Francisco
15936,1474.0,308.0,330.0,250300.0,San Francisco
15937,1465.0,306.0,315.0,219400.0,San Francisco
15938,971.0,248.0,208.0,239300.0,San Francisco
15939,2789.0,567.0,552.0,276200.0,San Francisco
15940,2104.0,434.0,410.0,242900.0,San Francisco
15941,1650.0,316.0,295.0,236200.0,San Francisco
15942,2638.0,546.0,521.0,244700.0,San Francisco
15943,2912.0,562.0,537.0,252600.0,San Francisco
15944,3427.0,696.0,661.0,254000.0,San Francisco
15945,2206.0,478.0,456.0,250500.0,San Francisco
15946,2890.0,571.0,541.0,252000.0,San Francisco
15947,3351.0,719.0,706.0,242000.0,San Francisco
15948,3602.0,738.0,647.0,251800.0,San Francisco
15949,1494.0,306.0,360.0,222600.0,San Francisco
15950,1557.0,405.0,385.0,265000.0,San Francisco
15951,2675.0,585.0,540.0,268500.0,San Francisco
15952,1729.0,319.0,300.0,261800.0,San Francisco
15953,1380.0,272.0,284.0,260000.0,San Francisco
15954,2559.0,506.0,498.0,270600.0,San Francisco
15955,1658.0,322.0,326.0,261600.0,San Francisco
15956,1578.0,351.0,299.0,243600.0,San Francisco
15957,1580.0,337.0,330.0,246200.0,San Francisco
15958,1527.0,283.0,282.0,231600.0,San Francisco
15959,2878.0,564.0,528.0,266900.0,San Francisco
15960,1508.0,278.0,304.0,266500.0,San Francisco
15961,1410.0,286.0,282.0,255600.0,San Francisco
15962,1507.0,282.0,281.0,247700.0,San Francisco
15963,2711.0,591.0,524.0,251500.0,San Francisco
15964,1230.0,247.0,257.0,248900.0,San Francisco
15965,2370.0,441.0,470.0,264100.0,San Francisco
15966,3131.0,669.0,600.0,251000.0,San Francisco
15967,1948.0,413.0,396.0,219100.0,San Francisco
15968,1883.0,397.0,438.0,238000.0,San Francisco
15969,2289.0,481.0,465.0,226300.0,San Francisco
15970,5015.0,1240.0,1029.0,181900.0,San Francisco
15971,2054.0,433.0,429.0,213900.0,San Francisco
15972,1852.0,429.0,447.0,217800.0,San Francisco
15973,1975.0,440.0,424.0,218300.0,San Francisco
15974,1167.0,250.0,253.0,241900.0,San Francisco
15975,2602.0,,647.0,278600.0,San Francisco
15976,2236.0,545.0,532.0,414300.0,San Francisco
15977,1824.0,388.0,363.0,435700.0,San Francisco
15978,1817.0,449.0,380.0,390000.0,San Francisco
15979,5283.0,1330.0,1269.0,500000.0,San Francisco
15980,1072.0,165.0,168.0,367700.0,San Francisco
15981,2192.0,438.0,456.0,374200.0,San Francisco
15982,2941.0,783.0,726.0,406500.0,San Francisco
15983,2680.0,740.0,713.0,359600.0,San Francisco
15984,2842.0,670.0,648.0,345700.0,San Francisco
15985,2465.0,489.0,498.0,306700.0,San Francisco
15986,2064.0,484.0,467.0,329600.0,San Francisco
15987,3525.0,941.0,857.0,330000.0,San Francisco
15988,4001.0,809.0,756.0,350000.0,San Francisco
15989,3200.0,689.0,618.0,338000.0,San Francisco
15990,2399.0,426.0,423.0,361000.0,San Francisco
15991,2413.0,431.0,437.0,357000.0,San Francisco
15992,2747.0,472.0,448.0,366300.0,San Francisco
15993,2807.0,487.0,445.0,420300.0,San Francisco
15994,2464.0,459.0,458.0,358600.0,San Francisco
15995,1590.0,236.0,232.0,500001.0,San Francisco
15996,1207.0,152.0,162.0,500001.0,San Francisco
15997,2713.0,396.0,401.0,500001.0,San Francisco
15998,3238.0,544.0,470.0,381700.0,San Francisco
15999,1598.0,285.0,265.0,337400.0,San Francisco
16000,1538.0,305.0,319.0,333600.0,San Francisco
16001,2303.0,381.0,371.0,349000.0,San Francisco
16002,1997.0,356.0,348.0,322600.0,San Francisco
16003,1363.0,302.0,301.0,313400.0,San Francisco
16004,1849.0,287.0,258.0,394000.0,San Francisco
16005,1596.0,276.0,273.0,349500.0,San Francisco
16006,1905.0,291.0,284.0,431000.0,San Francisco
16007,6429.0,1093.0,1109.0,335100.0,San Francisco
16008,3700.0,684.0,623.0,313600.0,San Francisco
16009,5688.0,930.0,908.0,346800.0,San Francisco
16010,2180.0,326.0,326.0,416900.0,San Francisco
16011,2053.0,281.0,287.0,500001.0,San Francisco
16012,2055.0,265.0,252.0,500001.0,San Francisco
16013,3797.0,668.0,658.0,363600.0,San Francisco
16014,3688.0,640.0,567.0,365600.0,San Francisco
16015,2673.0,349.0,338.0,500001.0,San Francisco
16016,3547.0,506.0,491.0,426800.0,San Francisco
16017,2951.0,406.0,397.0,405200.0,San Francisco
16018,2134.0,277.0,285.0,484600.0,San Francisco
16019,2151.0,280.0,274.0,500001.0,San Francisco
16020,1653.0,252.0,224.0,500001.0,San Francisco
16021,1836.0,319.0,302.0,399000.0,San Francisco
16022,2401.0,346.0,328.0,394100.0,San Francisco
16023,2510.0,438.0,407.0,335100.0,San Francisco
16024,2857.0,469.0,496.0,344200.0,San Francisco
16025,1912.0,,406.0,275500.0,San Francisco
16026,2838.0,567.0,526.0,261400.0,San Francisco
16027,1350.0,241.0,246.0,266200.0,San Francisco
16028,2035.0,424.0,430.0,264200.0,San Francisco
16029,3581.0,758.0,703.0,269200.0,San Francisco
16030,982.0,197.0,171.0,231900.0,San Francisco
16031,1406.0,235.0,239.0,219300.0,San Francisco
16032,1773.0,345.0,315.0,221200.0,San Francisco
16033,2690.0,554.0,539.0,225000.0,San Francisco
16034,1723.0,389.0,399.0,238600.0,San Francisco
16035,1207.0,255.0,220.0,228600.0,San Francisco
16036,1690.0,339.0,317.0,221500.0,San Francisco
16037,2399.0,419.0,399.0,244100.0,San Francisco
16038,2254.0,,404.0,232000.0,San Francisco
16039,2547.0,511.0,516.0,237900.0,San Francisco
16040,1961.0,427.0,409.0,239400.0,San Francisco
16041,968.0,199.0,162.0,239300.0,San Francisco
16042,1453.0,306.0,310.0,246700.0,San Francisco
16043,1690.0,307.0,294.0,259700.0,San Francisco
16044,964.0,173.0,201.0,228900.0,San Francisco
16045,2253.0,431.0,392.0,221600.0,San Francisco
16046,1642.0,351.0,340.0,219500.0,San Francisco
16047,1711.0,348.0,325.0,225000.0,San Francisco
16048,1833.0,388.0,363.0,211800.0,San Francisco
16049,2660.0,616.0,602.0,348600.0,San Francisco
16050,2304.0,558.0,512.0,332100.0,San Francisco
16051,2684.0,574.0,549.0,323800.0,San Francisco
16052,2236.0,484.0,467.0,322100.0,San Francisco
16053,1845.0,336.0,337.0,331300.0,San Francisco
16054,3260.0,653.0,632.0,336100.0,San Francisco
16055,1382.0,230.0,279.0,339800.0,San Francisco
16056,2564.0,502.0,459.0,329600.0,San Francisco
16057,2245.0,425.0,409.0,331200.0,San Francisco
16058,1792.0,305.0,287.0,332700.0,San Francisco
16059,1351.0,270.0,265.0,339800.0,San Francisco
16060,1724.0,295.0,297.0,353600.0,San Francisco
16061,1637.0,304.0,281.0,323100.0,San Francisco
16062,2095.0,410.0,429.0,318400.0,San Francisco
16063,2515.0,494.0,477.0,317600.0,San Francisco
16064,2453.0,508.0,453.0,311800.0,San Francisco
16065,2203.0,407.0,405.0,329200.0,San Francisco
16066,2555.0,548.0,482.0,314700.0,San Francisco
16067,2074.0,401.0,409.0,331000.0,San Francisco
16068,2181.0,419.0,379.0,320200.0,San Francisco
16069,2140.0,425.0,401.0,308500.0,San Francisco
16070,2341.0,461.0,438.0,297800.0,San Francisco
16071,2044.0,393.0,378.0,319100.0,San Francisco
16072,2387.0,424.0,408.0,321200.0,San Francisco
16073,2226.0,385.0,416.0,323800.0,San Francisco
16074,2189.0,433.0,420.0,321300.0,San Francisco
16075,2285.0,435.0,442.0,323100.0,San Francisco
16076,2166.0,423.0,370.0,314300.0,San Francisco
16077,2841.0,517.0,517.0,335000.0,San Francisco
16078,1190.0,182.0,199.0,438500.0,San Francisco
16079,1186.0,213.0,207.0,340800.0,San Francisco
16080,2442.0,449.0,436.0,317700.0,San Francisco
16081,2302.0,457.0,424.0,315200.0,San Francisco
16082,1597.0,240.0,231.0,500001.0,San Francisco
16083,2382.0,392.0,376.0,371500.0,San Francisco
16084,1937.0,336.0,307.0,369400.0,San Francisco
16085,1399.0,224.0,235.0,433300.0,San Francisco
16086,1821.0,292.0,298.0,406200.0,San Francisco
16087,3195.0,828.0,778.0,350000.0,San Francisco
16088,1176.0,286.0,258.0,350000.0,San Francisco
16089,3850.0,1018.0,829.0,400000.0,San Francisco
16090,1405.0,338.0,342.0,187500.0,San Francisco
16091,2403.0,638.0,603.0,112500.0,San Francisco
16092,2018.0,422.0,463.0,307700.0,San Francisco
16093,2108.0,456.0,447.0,316200.0,San Francisco
16094,1993.0,410.0,374.0,295600.0,San Francisco
16095,1408.0,295.0,269.0,296300.0,San Francisco
16096,1491.0,285.0,306.0,278800.0,San Francisco
16097,1672.0,344.0,314.0,291500.0,San Francisco
16098,2373.0,481.0,454.0,283200.0,San Francisco
16099,2345.0,624.0,614.0,268900.0,San Francisco
16100,2527.0,619.0,558.0,274200.0,San Francisco
16101,2320.0,562.0,521.0,260800.0,San Francisco
16102,2226.0,480.0,468.0,284100.0,San Francisco
16103,1673.0,377.0,393.0,272300.0,San Francisco
16104,1620.0,,328.0,270200.0,San Francisco
16105,1819.0,,354.0,271800.0,San Francisco
16106,1592.0,325.0,322.0,272200.0,San Francisco
16107,1739.0,343.0,330.0,286300.0,San Francisco
16108,2310.0,445.0,490.0,297800.0,San Francisco
16109,1771.0,349.0,342.0,296600.0,San Francisco
16110,1472.0,275.0,310.0,300000.0,San Francisco
16111,2374.0,496.0,426.0,275700.0,San Francisco
16112,2527.0,518.0,444.0,275700.0,San Francisco
16113,2298.0,457.0,477.0,272400.0,San Francisco
16114,2792.0,615.0,579.0,272800.0,San Francisco
16115,1667.0,395.0,387.0,273700.0,San Francisco
16116,2082.0,470.0,403.0,268100.0,San Francisco
16117,2006.0,415.0,435.0,271100.0,San Francisco
16118,2005.0,359.0,356.0,500001.0,San Francisco
16119,2165.0,580.0,530.0,350000.0,San Francisco
16120,2594.0,622.0,593.0,350000.0,San Francisco
16121,2059.0,416.0,402.0,500001.0,San Francisco
16122,3429.0,773.0,696.0,500001.0,San Francisco
16123,1485.0,386.0,385.0,307100.0,San Francisco
16124,2635.0,587.0,577.0,416700.0,San Francisco
16125,2844.0,623.0,596.0,500001.0,San Francisco
16126,437.0,105.0,87.0,500001.0,San Francisco
16127,2383.0,477.0,464.0,483300.0,San Francisco
16128,2388.0,507.0,494.0,443300.0,San Francisco
16129,1941.0,436.0,425.0,396400.0,San Francisco
16130,2835.0,728.0,684.0,375000.0,San Francisco
16131,4683.0,1055.0,975.0,457800.0,San Francisco
16132,3371.0,794.0,753.0,335300.0,San Francisco
16133,3028.0,815.0,718.0,322900.0,San Francisco
16134,3304.0,792.0,777.0,352200.0,San Francisco
16135,1647.0,236.0,227.0,500001.0,San Francisco
16136,3146.0,478.0,455.0,500001.0,San Francisco
16137,2488.0,281.0,295.0,500001.0,San Francisco
16138,4140.0,984.0,892.0,376800.0,San Francisco
16139,2632.0,542.0,544.0,441700.0,San Francisco
16140,2051.0,552.0,510.0,375000.0,San Francisco
16141,3088.0,727.0,662.0,360700.0,San Francisco
16142,3193.0,688.0,681.0,402900.0,San Francisco
16143,2241.0,443.0,377.0,398400.0,San Francisco
16144,2275.0,412.0,424.0,421300.0,San Francisco
16145,2169.0,522.0,505.0,446900.0,San Francisco
16146,2951.0,647.0,591.0,422400.0,San Francisco
16147,3021.0,569.0,514.0,414600.0,San Francisco
16148,2042.0,378.0,408.0,404700.0,San Francisco
16149,3143.0,635.0,623.0,366700.0,San Francisco
16150,3047.0,641.0,620.0,337200.0,San Francisco
16151,2666.0,515.0,494.0,393800.0,San Francisco
16152,2556.0,595.0,568.0,348500.0,San Francisco
16153,2159.0,437.0,417.0,346400.0,San Francisco
16154,2910.0,611.0,515.0,311400.0,San Francisco
16155,2695.0,643.0,644.0,329100.0,San Francisco
16156,3440.0,722.0,665.0,356300.0,San Francisco
16157,2342.0,458.0,458.0,369200.0,San Francisco
16158,2433.0,454.0,420.0,359500.0,San Francisco
16159,2050.0,439.0,437.0,318500.0,San Francisco
16160,2723.0,579.0,519.0,328400.0,San Francisco
16161,2176.0,441.0,448.0,500001.0,San Francisco
16162,1922.0,427.0,443.0,348500.0,San Francisco
16163,1769.0,414.0,380.0,324700.0,San Francisco
16164,2299.0,441.0,415.0,336700.0,San Francisco
16165,2739.0,569.0,531.0,322900.0,San Francisco
16166,2646.0,607.0,563.0,332800.0,San Francisco
16167,2564.0,499.0,460.0,351100.0,San Francisco
16168,2496.0,494.0,454.0,342200.0,San Francisco
16169,2131.0,625.0,572.0,322200.0,San Francisco
16170,6927.0,1258.0,1165.0,500001.0,San Francisco
16171,8.0,1.0,1.0,500001.0,San Francisco
16172,2975.0,968.0,828.0,318900.0,San Francisco
16173,4219.0,1125.0,993.0,212800.0,San Francisco
16174,479.0,125.0,108.0,180400.0,San Francisco
16175,126.0,24.0,27.0,225000.0,San Francisco
16176,54.0,9.0,9.0,225000.0,San Francisco
16177,1088.0,190.0,166.0,207100.0,San Francisco
16178,1649.0,328.0,356.0,223700.0,San Francisco
16738,2080.0,489.0,478.0,215300.0,San Francisco
16739,4299.0,857.0,788.0,290400.0,San Francisco
16743,1441.0,283.0,286.0,233700.0,San Francisco
16744,2244.0,442.0,423.0,251500.0,San Francisco
16750,364.0,102.0,98.0,214300.0,San Francisco
16751,1799.0,394.0,389.0,239900.0,San Francisco
16754,1046.0,251.0,239.0,224400.0,San Francisco
16755,2076.0,482.0,445.0,232100.0,San Francisco
16758,3615.0,632.0,615.0,314200.0,San Francisco
16759,1048.0,150.0,152.0,417600.0,San Francisco
20523,2403.0,431.0,421.0,146900.0,Sacramento
